0.002739726,0,0.142857143
0.002739726,0.041666667,0.142857143
0.002739726,0.083333333,0.142857143
0.002739726,0.125,0.142857143
0.002739726,0.166666667,0.142857143
0.002739726,0.208333333,0.142857143
0.002739726,0.25,0.142857143
0.002739726,0.291666667,0.142857143
0.002739726,0.333333333,0.142857143
0.002739726,0.375,0.142857143
0.002739726,0.416666667,0.142857143
0.002739726,0.458333333,0.142857143
0.002739726,0.5,0.142857143
0.002739726,0.541666667,0.142857143
0.002739726,0.583333333,0.142857143
0.002739726,0.625,0.142857143
0.002739726,0.666666667,0.142857143
0.002739726,0.708333333,0.142857143
0.002739726,0.75,0.142857143
0.002739726,0.791666667,0.142857143
0.002739726,0.833333333,0.142857143
0.002739726,0.875,0.142857143
0.002739726,0.916666667,0.142857143
0.002739726,0.958333333,0.142857143
0.005479452,0,0.285714286
0.005479452,0.041666667,0.285714286
0.005479452,0.083333333,0.285714286
0.005479452,0.125,0.285714286
0.005479452,0.166666667,0.285714286
0.005479452,0.208333333,0.285714286
0.005479452,0.25,0.285714286
0.005479452,0.291666667,0.285714286
0.005479452,0.333333333,0.285714286
0.005479452,0.375,0.285714286
0.005479452,0.416666667,0.285714286
0.005479452,0.458333333,0.285714286
0.005479452,0.5,0.285714286
0.005479452,0.541666667,0.285714286
0.005479452,0.583333333,0.285714286
0.005479452,0.625,0.285714286
0.005479452,0.666666667,0.285714286
0.005479452,0.708333333,0.285714286
0.005479452,0.75,0.285714286
0.005479452,0.791666667,0.285714286
0.005479452,0.833333333,0.285714286
0.005479452,0.875,0.285714286
0.005479452,0.916666667,0.285714286
0.005479452,0.958333333,0.285714286
0.008219178,0,0.428571429
0.008219178,0.041666667,0.428571429
0.008219178,0.083333333,0.428571429
0.008219178,0.125,0.428571429
0.008219178,0.166666667,0.428571429
0.008219178,0.208333333,0.428571429
0.008219178,0.25,0.428571429
0.008219178,0.291666667,0.428571429
0.008219178,0.333333333,0.428571429
0.008219178,0.375,0.428571429
0.008219178,0.416666667,0.428571429
0.008219178,0.458333333,0.428571429
0.008219178,0.5,0.428571429
0.008219178,0.541666667,0.428571429
0.008219178,0.583333333,0.428571429
0.008219178,0.625,0.428571429
0.008219178,0.666666667,0.428571429
0.008219178,0.708333333,0.428571429
0.008219178,0.75,0.428571429
0.008219178,0.791666667,0.428571429
0.008219178,0.833333333,0.428571429
0.008219178,0.875,0.428571429
0.008219178,0.916666667,0.428571429
0.008219178,0.958333333,0.428571429
0.010958904,0,0.571428571
0.010958904,0.041666667,0.571428571
0.010958904,0.083333333,0.571428571
0.010958904,0.125,0.571428571
0.010958904,0.166666667,0.571428571
